소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['부산'],{'부산': 12},1,2372,0,2,312,0,4,0,의료진정보_주사형비만치료제 10년은,,0.64,0.0,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,[!] 부산 100% 집중,
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 40, '일산': 39, '서울': 38, '수원': 37, '천안': 35, '부평': 35, '창원': 33, '대전': 33, '부산': 12}",9,319746,18,168,38031,0,10,2,인플방문후기_주사형비만치료제(the.hyunniverse),17764.0,0.44,10.71,0.0,True,TIER1,"CPA(17,764원) ≤ 목표(17,764원) AND CVR(10.7%) ≥ 5%",,[V] 수원 TOP (51%) | [V] 일산 TOP (50%) | [V] 창원 TOP (36%)
신규,진료셀프캠,다이어트 실패 진짜 이유,['대구'],{'대구': 11},1,5925,1,9,1699,0,3,0,진료셀프캠_다이어트 실패 진짜 이유,5925.0,0.53,11.11,0.0,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,"[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 대구 TOP (26%) | [V] 일산 TOP (55%)
신규,진료셀프캠,쉬운다이어트함정,['대구'],{'대구': 11},1,6595,0,3,1956,0,3,0,진료셀프캠_쉬운다이어트함정,,0.15,0.0,0.0,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,"[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 부평 TOP (20%) | [V] 일산 TOP (30%) | [V] 창원 TOP (20%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'천안': 16, '일산': 15, '서울': 15, '대구': 15, '수원': 15, '창원': 15, '대전': 15, '부평': 15, '부산': 12}",9,1273784,58,1657,119933,0,4,1,진료셀프캠_주사형 비만치료제보다 더중요한이것,21962.0,1.38,3.5,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 대구 TOP (69%) | [V] 부평 TOP (51%) | [V] 수원 TOP (56%) | [X] 일산 LOW (257%) | [V] 창원 TOP (52%)
재가공,진료셀프캠,10kg성공공식,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'일산': 36, '서울': 36, '대전': 35, '대구': 34, '부평': 32, '창원': 30, '수원': 29, '천안': 28}",8,82260,4,63,12086,0,10,0,진료셀프캠_10kg성공공식,20565.0,0.52,6.35,0.0,False,LOW_VOLUME,"클릭 63건 / 비용 82,260원 — 표본 부족",,[V] 부평 TOP (20%) | [V] 서울 TOP (42%)
재가공,진료셀프캠,50대다이어트대사,"['수원', '일산']","{'수원': 26, '일산': 25}",2,4831,0,2,626,0,10,0,진료셀프캠_50대다이어트대사,,0.32,0.0,0.0,False,LOW_VOLUME,"클릭 2건 / 비용 4,831원 — 표본 부족",,
재가공,진료셀프캠,다이어트 실패 진짜 이유,"['대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'부산': 11, '일산': 11, '수원': 11, '서울': 11, '대전': 11, '부평': 10, '창원': 10, '천안': 9}",8,70872,3,65,14194,0,3,1,진료셀프캠_다이어트 실패 진짜 이유,23624.0,0.46,4.62,0.0,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,,[V] 대구 TOP (26%) | [V] 일산 TOP (55%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'일산': 78, '천안': 40, '대전': 40, '수원': 40, '서울': 39, '부평': 38, '대구': 37, '창원': 37, '부산': 14}",9,1175031,58,774,62847,0,10,1,진료셀프캠_다이어트의적 밥빵면,20259.0,1.23,7.49,0.0,True,TIER3,"CPA(20,259원) > 목표 / CVR(7.5%) ≥ 5%",,[X] 대구 LOW (151%) | [V] 서울 TOP (67%) | [V] 수원 TOP (39%) | [V] 창원 TOP (59%) | [V] 천안 TOP (67%)
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 29},1,1322,0,0,346,0,10,0,진료셀프캠_비만주사가놓친것,,0.0,,,False,LOW_VOLUME,"클릭 0건 / 비용 1,322원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,진료셀프캠,쉬운다이어트함정,"['대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'부평': 12, '창원': 11, '부산': 10, '일산': 10, '대전': 10, '천안': 10, '서울': 10, '수원': 9}",8,64334,5,58,13620,0,3,0,진료셀프캠_쉬운다이어트함정,12867.0,0.43,8.62,0.0,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,,[V] 부평 TOP (20%) | [V] 일산 TOP (30%) | [V] 창원 TOP (20%)
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'일산': 16, '대전': 16, '수원': 15, '부산': 15, '천안': 14, '대구': 14, '부평': 14, '서울': 14, '창원': 13}",9,307661,14,179,21585,0,4,0,진료셀프캠_식욕억제주사실패 마지막,21976.0,0.83,7.82,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[X] 대구 LOW (177%) | [V] 서울 TOP (32%) | [V] 수원 TOP (47%) | [V] 천안 TOP (48%)
