소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,"['부평', '천안']","{'부평': 76, '천안': 67}",2,1678112,49,1058,182466,0,70,0,의료진정보_주사형비만치료제 10년은,34247.0,0.58,4.63,0.0,True,TIER4,TIER1~3 조건 미충족,,
신규,인플방문후기,건강한다이어트(박고경),['부평'],{'부평': 32},1,360042,9,193,22329,0,21,0,인플방문후기_건강한다이어트(박고경),40005.0,0.86,4.66,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
신규,인플방문후기,밥빵면못참는현대인(대전잇츠),['대전'],{'대전': 4},1,17119,1,9,2919,0,4,0,인플방문후기_밥빵면못참는현대인(대전잇츠),17119.0,0.31,11.11,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,[!] 대전 100% 집중,
신규,인플방문후기,밥빵면안당기는원장님(itsmeyuriwon),"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 7, '부평': 7, '창원': 7, '일산': 7, '서울': 7, '천안': 7, '대구': 7, '대전': 7}",8,784344,29,457,59215,0,7,0,인플방문후기_밥빵면안당기는원장님(itsmeyuriwon),27046.0,0.77,6.35,0.0,True,TIER1,"CPA(27,046원) ≤ 목표(27,046원) AND CVR(6.3%) ≥ 5%",,[V] 부평 TOP (58%) | [X] 수원 LOW (177%) | [V] 창원 TOP (35%) | [V] 천안 TOP (68%)
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'창원': 11, '수원': 10, '부평': 5, '일산': 5, '서울': 5, '대구': 5, '대전': 5, '천안': 5}",8,1037681,34,526,102122,0,11,0,인플방문후기_주사형비만치료제(the.hyunniverse),30520.0,0.52,6.46,0.0,True,TIER3,"CPA(30,520원) > 목표 / CVR(6.5%) ≥ 5%",,[X] 대구 LOW (203%) | [V] 수원 TOP (63%) | [X] 창원 LOW (345%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,['천안'],{'천안': 99},1,1223229,48,694,125880,0,70,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,25484.0,0.55,6.92,0.0,True,TIER1,"CPA(25,484원) ≤ 목표(27,046원) AND CVR(6.9%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,의료진정보,4050나잇살 이유는 여기에,"['수원', '창원', '천안']","{'수원': 4, '창원': 4, '천안': 4}",3,110282,3,63,19535,0,4,0,의료진정보_4050나잇살 이유는 여기에,36761.0,0.32,4.76,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 수원 TOP (57%)
재가공,의료진정보,무작정운동으로 팩폭,"['대구', '부평', '서울']","{'부평': 8, '서울': 8, '대구': 8}",3,131229,3,90,10915,0,8,0,의료진정보_무작정운동으로 팩폭,43743.0,0.82,3.33,0.0,True,TIER4,TIER1~3 조건 미충족,,[X] 대구 LOW (174%) | [X] 부평 LOW (192%) | [X] 서울 LOW (166%)
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 32},1,230985,15,156,20766,0,20,0,"인플방문후기_건강한다이어트(대구,박고경)",15399.0,0.75,9.62,0.0,True,TIER1,"CPA(15,399원) ≤ 목표(27,046원) AND CVR(9.6%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 대구 TOP (68%)
재가공,인플방문후기,"건강한다이어트(수원,박고경)",['수원'],{'수원': 31},1,607337,13,325,49649,0,20,0,"인플방문후기_건강한다이어트(수원,박고경)",46718.0,0.65,4.0,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
