소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 12},1,93507,3,52,16982,0,12,0,의료진정보_4050나잇살 이유는 여기에,31169.0,0.31,5.77,0.0,False,LOW_VOLUME,"클릭 52건 / 비용 93,507원 — 표본 부족","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 44},1,269378,15,200,25823,0,28,0,"인플방문후기_건강한다이어트(대구,박고경)",17959.0,0.77,7.5,0.0,True,TIER1,"CPA(17,959원) ≤ 목표(24,380원) AND CVR(7.5%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 41},1,326872,7,154,27721,0,28,0,"인플방문후기_건강한다이어트(천안, 박고경)",46696.0,0.56,4.55,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 59},1,520255,35,328,39156,0,47,0,인플방문후기_맘껏먹는 다이어트 한달후기,14864.0,0.84,10.67,0.0,True,TIER1,"CPA(14,864원) ≤ 목표(24,380원) AND CVR(10.7%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 19, '창원': 19}",2,216317,10,98,22384,0,19,0,인플방문후기_먹고싶은거다먹는(수원잇츠),21632.0,0.44,10.2,0.0,True,TIER1,"CPA(21,632원) ≤ 목표(24,380원) AND CVR(10.2%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 6},1,43922,1,19,7721,0,6,0,인플방문후기_연예인다이어트(일산 플랜비),43922.0,0.25,5.26,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",[X] 일산 LOW (275%)
재가공,인플방문후기,연예인다이어트(플랜비),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 6, '부평': 6, '서울': 6, '수원': 6, '창원': 6, '대전': 5, '천안': 5}",7,331883,4,159,61516,0,6,0,인플방문후기_연예인다이어트(플랜비),82971.0,0.26,2.52,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,,[X] 대구 LOW (162%)
재가공,진료셀프캠,4050다이어트비밀,['부평'],{'부평': 6},1,53195,1,25,12679,0,6,0,진료셀프캠_4050다이어트비밀,53195.0,0.2,4.0,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",[X] 부평 LOW (154%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 15, '대전': 15}",2,553888,25,309,33025,0,15,0,진료셀프캠_다이어트의적 밥빵면,22156.0,0.94,8.09,0.0,True,TIER1,"CPA(22,156원) ≤ 목표(24,380원) AND CVR(8.1%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,"['대구', '서울', '일산', '창원', '천안']","{'대구': 8, '서울': 8, '일산': 8, '창원': 8, '천안': 8}",5,132544,4,68,23452,0,8,0,진료셀프캠_비만주사가놓친것,33136.0,0.29,5.88,0.0,True,TIER3,"CPA(33,136원) > 목표 / CVR(5.9%) ≥ 5%",,[V] 서울 TOP (41%)
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '부평', '서울', '수원', '일산', '창원']","{'대구': 15, '부평': 15, '서울': 15, '수원': 15, '일산': 15, '창원': 15}",6,2139265,91,1263,148613,0,15,0,진료셀프캠_식욕억제주사실패 마지막,23508.0,0.85,7.21,0.0,True,TIER1,"CPA(23,508원) ≤ 목표(24,380원) AND CVR(7.2%) ≥ 5%",,[V] 창원 TOP (56%)
재가공,진료셀프캠,운동안해도되는,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 6, '부평': 6, '서울': 6, '수원': 6, '일산': 6, '창원': 6, '대전': 5, '천안': 5}",8,382528,14,213,45801,0,6,0,진료셀프캠_운동안해도되는,27323.0,0.47,6.57,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,,[V] 수원 TOP (61%) | [V] 창원 TOP (41%)
재가공,진료셀프캠,의사가권하지않는4050,['서울'],{'서울': 8},1,61324,5,45,9425,0,8,0,진료셀프캠_의사가권하지않는4050,12265.0,0.48,11.11,0.0,False,LOW_VOLUME,"클릭 45건 / 비용 61,324원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '대전', '서울']","{'서울': 60, '대구': 48, '대전': 16}",3,2103344,112,1159,155926,0,42,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,18780.0,0.74,9.66,0.0,True,TIER1,"CPA(18,780원) ≤ 목표(24,380원) AND CVR(9.7%) ≥ 5%",,
