소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['천안'],{'천안': 78},1,518350,11,319,56591,17,69,0,의료진정보_주사형비만치료제 10년은,47123.0,0.56,3.45,5.3,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
신규,인플방문후기,건강한다이어트(박고경),['부평'],{'부평': 45},1,411998,9,223,28131,60,29,0,인플방문후기_건강한다이어트(박고경),45778.0,0.79,4.04,26.9,True,TIER4,TIER1~3 조건 미충족,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
신규,인플방문후기,밥빵면안당기는원장님(itsmeyuriwon),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 15, '대전': 15, '부평': 15, '서울': 15, '수원': 15, '창원': 15, '천안': 15}",7,1196510,46,691,96432,720,15,0,인플방문후기_밥빵면안당기는원장님(itsmeyuriwon),26011.0,0.72,6.66,104.2,True,TIER3,"CPA(26,011원) > 목표 / CVR(6.7%) ≥ 5%",,[V] 부평 TOP (44%) | [X] 수원 LOW (166%) | [V] 창원 TOP (58%)
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대전', '부평', '서울', '수원', '일산', '천안']","{'수원': 18, '대전': 13, '부평': 13, '서울': 13, '일산': 13, '천안': 13}",6,1218064,50,597,129184,643,18,0,인플방문후기_주사형비만치료제(the.hyunniverse),24361.0,0.46,8.38,107.7,True,TIER1,"CPA(24,361원) ≤ 목표(24,361원) AND CVR(8.4%) ≥ 5%",,[V] 천안 TOP (69%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,['천안'],{'천안': 109},1,1459702,54,839,146698,181,78,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,27032.0,0.57,6.44,21.6,True,TIER3,"CPA(27,032원) > 목표 / CVR(6.4%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 12},1,93493,3,52,16977,53,12,0,의료진정보_4050나잇살 이유는 여기에,31164.0,0.31,5.77,101.9,False,LOW_VOLUME,"클릭 52건 / 비용 93,493원 — 표본 부족","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 44},1,269340,15,199,25816,68,28,0,"인플방문후기_건강한다이어트(대구,박고경)",17956.0,0.77,7.54,34.2,True,TIER1,"CPA(17,956원) ≤ 목표(24,361원) AND CVR(7.5%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 41},1,326872,7,154,27721,74,28,0,"인플방문후기_건강한다이어트(천안, 박고경)",46696.0,0.56,4.55,48.1,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 59},1,520204,35,327,39148,83,47,0,인플방문후기_맘껏먹는 다이어트 한달후기,14863.0,0.84,10.7,25.4,True,TIER1,"CPA(14,863원) ≤ 목표(24,361원) AND CVR(10.7%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 19, '창원': 19}",2,216253,10,98,22371,57,19,0,인플방문후기_먹고싶은거다먹는(수원잇츠),21625.0,0.44,10.2,58.2,True,TIER1,"CPA(21,625원) ≤ 목표(24,361원) AND CVR(10.2%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 6},1,43863,1,19,7705,23,6,0,인플방문후기_연예인다이어트(일산 플랜비),43863.0,0.25,5.26,121.1,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",[X] 일산 LOW (275%)
재가공,인플방문후기,연예인다이어트(플랜비),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 6, '부평': 6, '서울': 6, '수원': 6, '창원': 6, '대전': 5, '천안': 5}",7,331810,4,159,61500,178,6,0,인플방문후기_연예인다이어트(플랜비),82952.0,0.26,2.52,111.9,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,,[X] 대구 LOW (162%)
재가공,진료셀프캠,4050다이어트비밀,['부평'],{'부평': 6},1,53195,1,25,12679,44,6,0,진료셀프캠_4050다이어트비밀,53195.0,0.2,4.0,176.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",[X] 부평 LOW (154%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 15, '대전': 15}",2,552765,25,308,33004,329,15,0,진료셀프캠_다이어트의적 밥빵면,22111.0,0.93,8.12,106.8,True,TIER1,"CPA(22,111원) ≤ 목표(24,361원) AND CVR(8.1%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,"['대구', '서울', '일산', '창원', '천안']","{'대구': 8, '서울': 8, '일산': 8, '창원': 8, '천안': 8}",5,132541,4,68,23451,101,8,0,진료셀프캠_비만주사가놓친것,33135.0,0.29,5.88,148.5,True,TIER3,"CPA(33,135원) > 목표 / CVR(5.9%) ≥ 5%",,[V] 서울 TOP (41%)
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '부평', '서울', '수원', '일산', '창원']","{'대구': 15, '부평': 15, '서울': 15, '수원': 15, '일산': 15, '창원': 15}",6,2137515,91,1262,148452,1311,15,0,진료셀프캠_식욕억제주사실패 마지막,23489.0,0.85,7.21,103.9,True,TIER1,"CPA(23,489원) ≤ 목표(24,361원) AND CVR(7.2%) ≥ 5%",,[V] 창원 TOP (56%)
재가공,진료셀프캠,운동안해도되는,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 6, '부평': 6, '서울': 6, '수원': 6, '일산': 6, '창원': 6, '대전': 5, '천안': 5}",8,381963,14,212,45720,246,6,0,진료셀프캠_운동안해도되는,27283.0,0.46,6.6,116.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,,[V] 수원 TOP (61%) | [V] 창원 TOP (41%)
재가공,진료셀프캠,의사가권하지않는4050,['서울'],{'서울': 8},1,61324,5,45,9424,52,8,0,진료셀프캠_의사가권하지않는4050,12265.0,0.48,11.11,115.6,False,LOW_VOLUME,"클릭 45건 / 비용 61,324원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '대전', '서울']","{'서울': 60, '대구': 48, '대전': 16}",3,2102208,112,1159,155874,420,42,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,18770.0,0.74,9.66,36.2,True,TIER1,"CPA(18,770원) ≤ 목표(24,361원) AND CVR(9.7%) ≥ 5%",,
