소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['부산'],{'부산': 2},1,660,0,1,120,1,2,0,의료진정보_주사형비만치료제 10년은,,0.83,0.0,100.0,False,UNCLASSIFIED,집행 2일 — 데이터 누적 중,[!] 부산 100% 집중,
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'부평': 21, '수원': 21, '일산': 21, '대전': 20, '서울': 20, '천안': 19, '대구': 18, '창원': 16, '부산': 2}",9,830017,28,367,95397,425,14,0,인플방문후기_주사형비만치료제(the.hyunniverse),29643.0,0.38,7.63,115.8,True,TIER3,"CPA(29,643원) > 목표 / CVR(7.6%) ≥ 5%",,[X] 부평 LOW (871%) | [X] 서울 LOW (389%) | [V] 수원 TOP (42%) | [V] 일산 TOP (63%) | [V] 창원 TOP (32%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'천안': 15, '대전': 4, '대구': 2, '부평': 2, '서울': 2, '수원': 2, '일산': 2, '창원': 2}",8,141219,5,136,9875,88,14,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,28244.0,1.38,3.68,64.7,True,TIER2,"CPA(28,244원) ≤ 목표(28,944원) / CVR 3.7% < 5% / 랜딩률 64.7% ≥ 50%",,[V] 부평 TOP (44%) | [V] 서울 TOP (50%) | [V] 천안 TOP (58%)
재가공,인플방문후기,굶지않는다이어트(창원잇츠),['창원'],{'창원': 7},1,25607,2,23,3318,29,7,0,인플방문후기_굶지않는다이어트(창원잇츠),12804.0,0.69,8.7,126.1,False,LOW_VOLUME,"클릭 23건 / 비용 25,607원 — 표본 부족","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (26%)
재가공,진료셀프캠,10kg성공공식,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 8, '대전': 8, '부평': 8, '서울': 8, '수원': 8, '일산': 8, '창원': 8, '천안': 8}",8,75980,4,58,11475,73,8,0,진료셀프캠_10kg성공공식,18995.0,0.51,6.9,125.9,False,LOW_VOLUME,"클릭 58건 / 비용 75,980원 — 표본 부족",,[V] 부평 TOP (19%) | [V] 서울 TOP (42%)
재가공,진료셀프캠,50대다이어트대사,"['수원', '일산']","{'수원': 20, '일산': 18}",2,35319,0,20,5452,27,14,0,진료셀프캠_50대다이어트대사,,0.37,0.0,135.0,False,LOW_VOLUME,"클릭 20건 / 비용 35,319원 — 표본 부족",,
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 21, '대전': 20, '일산': 16, '부평': 8, '서울': 8, '수원': 8, '창원': 8, '천안': 8, '부산': 2}",9,1566211,73,948,82849,1021,14,0,진료셀프캠_다이어트의적 밥빵면,21455.0,1.14,7.7,107.7,True,TIER1,"CPA(21,455원) ≤ 목표(28,944원) AND CVR(7.7%) ≥ 5%",,[V] 서울 TOP (66%) | [V] 수원 TOP (38%) | [V] 창원 TOP (57%) | [V] 천안 TOP (63%)
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 18},1,1668,0,0,444,0,13,0,진료셀프캠_비만주사가놓친것,,0.0,,,False,LOW_VOLUME,"클릭 0건 / 비용 1,668원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '대전', '부산', '부평', '서울', '수원', '일산', '창원', '천안']","{'대전': 26, '대구': 15, '부평': 15, '서울': 15, '수원': 15, '일산': 15, '창원': 15, '천안': 14, '부산': 2}",9,3856429,125,1789,236668,1967,14,0,진료셀프캠_식욕억제주사실패 마지막,30851.0,0.76,6.99,109.9,True,TIER3,"CPA(30,851원) > 목표 / CVR(7.0%) ≥ 5%",,[X] 부평 LOW (182%) | [V] 천안 TOP (68%)
재가공,진료셀프캠,식욕억제주사이길수없는,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 8, '대전': 8, '부평': 8, '서울': 8, '수원': 8, '일산': 8, '창원': 8, '천안': 8}",8,81810,4,62,14203,81,8,1,진료셀프캠_식욕억제주사이길수없는,20452.0,0.44,6.45,130.6,False,LOW_VOLUME,"클릭 62건 / 비용 81,810원 — 표본 부족",,[V] 부평 TOP (10%)
재가공,진료셀프캠,운동안해도되는,"['부평', '일산']","{'부평': 21, '일산': 20}",2,328254,7,153,27158,160,14,0,진료셀프캠_운동안해도되는,46893.0,0.56,4.58,104.6,True,TIER4,TIER1~3 조건 미충족,,[X] 일산 LOW (371%)
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '대전', '부산', '부평', '서울', '창원', '천안']","{'서울': 23, '대구': 22, '대전': 21, '부평': 20, '창원': 18, '천안': 18, '부산': 2}",7,1088663,65,698,101313,840,14,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,16749.0,0.69,9.31,120.3,True,TIER1,"CPA(16,749원) ≤ 목표(28,944원) AND CVR(9.3%) ≥ 5%",,[V] 부평 TOP (33%) | [V] 천안 TOP (59%)
