소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 21},1,121062,3,64,22608,35,21,0,의료진정보_4050나잇살 이유는 여기에,40354.0,0.28,4.69,54.7,True,TIER4,TIER1~3 조건 미충족,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,굶지않는다이어트(창원잇츠),['창원'],{'창원': 2},1,6112,2,9,1521,8,2,0,인플방문후기_굶지않는다이어트(창원잇츠),3056.0,0.59,22.22,88.9,False,UNCLASSIFIED,집행 2일 — 데이터 누적 중,"[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (6%)
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 74},1,596145,37,370,47517,79,57,0,인플방문후기_맘껏먹는 다이어트 한달후기,16112.0,0.78,10.0,21.4,True,TIER1,"CPA(16,112원) ≤ 목표(33,112원) AND CVR(10.0%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),['일산'],{'일산': 29},1,118491,8,59,10858,21,29,0,인플방문후기_먹고싶은거다먹는(수원잇츠),14811.0,0.54,13.56,35.6,True,TIER1,"CPA(14,811원) ≤ 목표(33,112원) AND CVR(13.6%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 16},1,165658,4,75,22829,86,16,0,인플방문후기_연예인다이어트(플랜비),41414.0,0.33,5.33,114.7,True,TIER3,"CPA(41,414원) > 목표 / CVR(5.3%) ≥ 5%","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
재가공,진료셀프캠,10kg성공공식,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 2, '대전': 2, '부평': 2, '서울': 2, '수원': 2, '일산': 2, '창원': 2, '천안': 2}",8,44357,1,36,8279,36,2,0,진료셀프캠_10kg성공공식,44357.0,0.43,2.78,100.0,False,UNCLASSIFIED,집행 2일 — 데이터 누적 중,,[V] 부평 TOP (10%)
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 12, '일산': 12, '대구': 10, '부평': 10, '서울': 10, '창원': 10, '대전': 9, '천안': 9}",8,346641,10,153,57537,209,11,0,진료셀프캠_50대다이어트대사,34664.0,0.27,6.54,136.6,True,TIER3,"CPA(34,664원) > 목표 / CVR(6.5%) ≥ 5%",,[V] 대구 TOP (61%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 28, '대전': 27, '일산': 4, '부평': 2, '서울': 2, '수원': 2, '창원': 2, '천안': 2}",8,1557607,68,855,86906,769,26,0,진료셀프캠_다이어트의적 밥빵면,22906.0,0.98,7.95,89.9,True,TIER1,"CPA(22,906원) ≤ 목표(33,112원) AND CVR(8.0%) ≥ 5%",,[V] 서울 TOP (45%) | [V] 수원 TOP (27%) | [V] 천안 TOP (52%)
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 19},1,26644,4,18,4715,37,19,0,진료셀프캠_비만주사가놓친것,6661.0,0.38,22.22,205.6,False,LOW_VOLUME,"클릭 18건 / 비용 26,644원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[V] 서울 TOP (43%)
재가공,진료셀프캠,비만주사는입만막을뿐,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 9, '대전': 9, '부평': 9, '서울': 9, '수원': 9, '일산': 9, '창원': 9, '천안': 8}",8,630478,18,253,91330,357,9,0,진료셀프캠_비만주사는입만막을뿐,35027.0,0.28,7.11,141.1,True,TIER3,"CPA(35,027원) > 목표 / CVR(7.1%) ≥ 5%",,[V] 창원 TOP (59%)
