소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,무작정운동으로 팩폭,"['대구', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 4, '일산': 4, '부평': 4, '천안': 4, '서울': 4, '창원': 4, '대구': 4}",7,291779,3,189,31159,0,4,0,의료진정보_무작정운동으로 팩폭,97260.0,0.61,1.59,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[X] 부평 LOW (157%)
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 24},1,207748,14,146,18394,0,16,0,"인플방문후기_건강한다이어트(대구,박고경)",14839.0,0.79,9.59,0.0,True,TIER1,"CPA(14,839원) ≤ 목표(28,511원) AND CVR(9.6%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 대구 TOP (66%)
재가공,인플방문후기,"건강한다이어트(대전, 박고경)",['대전'],{'대전': 4},1,19090,0,16,3308,0,4,0,"인플방문후기_건강한다이어트(대전, 박고경)",,0.48,0.0,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,[!] 대전 100% 집중,
재가공,인플방문후기,"건강한다이어트(수원,박고경)",['수원'],{'수원': 23},1,523010,13,279,40778,0,16,0,"인플방문후기_건강한다이어트(수원,박고경)",40232.0,0.68,4.66,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(일산, 박고경)",['일산'],{'일산': 19},1,28144,1,16,3488,0,16,1,"인플방문후기_건강한다이어트(일산, 박고경)",28144.0,0.46,6.25,0.0,False,LOW_VOLUME,"클릭 16건 / 비용 28,144원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",[X] 일산 LOW (176%)
재가공,인플방문후기,"건강한다이어트(창원,박고경)",['창원'],{'창원': 19},1,140177,1,70,10272,0,16,0,"인플방문후기_건강한다이어트(창원,박고경)",140177.0,0.68,1.43,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[X] 창원 LOW (290%)
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 20},1,263530,7,118,19759,0,16,0,"인플방문후기_건강한다이어트(천안, 박고경)",37647.0,0.6,5.93,0.0,True,TIER3,"CPA(37,647원) > 목표 / CVR(5.9%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,"['대전', '서울', '일산']","{'일산': 43, '서울': 40, '대전': 4}",3,653217,41,383,52447,0,35,0,인플방문후기_맘껏먹는 다이어트 한달후기,15932.0,0.73,10.7,0.0,True,TIER1,"CPA(15,932원) ≤ 목표(28,511원) AND CVR(10.7%) ≥ 5%",,
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['대구', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 7, '부평': 7, '일산': 7, '대구': 7, '서울': 7, '창원': 7, '천안': 6}",7,488916,20,252,51636,0,7,0,인플방문후기_먹고싶은거다먹는(수원잇츠),24446.0,0.49,7.94,0.0,True,TIER1,"CPA(24,446원) ≤ 목표(28,511원) AND CVR(7.9%) ≥ 5%",,[V] 대구 TOP (70%) | [X] 부평 LOW (248%) | [V] 일산 TOP (66%) | [V] 창원 TOP (60%)
재가공,인플방문후기,먹으면서(대읽남),['대전'],{'대전': 3},1,7051,0,2,772,0,3,0,인플방문후기_먹으면서(대읽남),,0.26,0.0,0.0,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,[!] 대전 100% 집중,
