소재구분,소재유형,소재명,집행지점목록,총비용,총전환,총클릭,총노출,마지막집행일,집행일수,CPA,CTR,CVR,상태
재가공,진료셀프캠,50대 20대처럼 체지방,"['수원', '창원', '천안']",200526,1,87,23199,2026-04-09,23,200526.0,0.38,1.15,OFF
재가공,진료셀프캠,50대 뱃살 체지방만,"['대구', '부평', '서울', '수원', '일산', '창원', '천안']",285092,14,120,34771,2026-04-09,24,20364.0,0.35,11.67,OFF
재가공,진료셀프캠,명절음식 급찐살 칼로리 문제가 아닙니다,"['대구', '부평', '수원', '일산', '창원', '천안']",100932,2,72,28932,2026-03-17,26,50466.0,0.25,2.78,OFF
재가공,진료셀프캠,밥빵면 못끊던 40대 여성이,"['부평', '창원']",44662,0,19,6360,2026-04-08,16,,0.3,0.0,OFF
재가공,진료셀프캠,복부비만 50대 통짜몸매,['일산'],28725,3,18,3558,2026-04-05,14,9575.0,0.51,16.67,OFF
재가공,진료셀프캠,비만주사 10년은 늙어보인대요,"['대구', '부평', '수원']",74412,0,29,8158,2026-04-06,11,,0.36,0.0,OFF
재가공,진료셀프캠,비만주사끊고15kg,"['일산', '천안']",77313,0,32,6372,2026-04-09,15,,0.5,0.0,OFF
재가공,진료셀프캠,비만주사없이 체질,"['부평', '서울', '일산', '창원']",408626,10,210,37448,2026-04-09,21,40863.0,0.56,4.76,OFF
재가공,진료셀프캠,상체비만 40대 팔뚝살부터,['천안'],231000,4,95,17586,2026-04-07,27,57750.0,0.54,4.21,OFF
재가공,진료셀프캠,수원사는 50대 직장인,['수원'],45715,0,15,5547,2026-04-08,14,,0.27,0.0,OFF
재가공,진료셀프캠,인천사는 50대 직장인,['부평'],56926,1,31,6680,2026-04-08,16,56926.0,0.46,3.23,OFF
재가공,진료셀프캠,주사형비만치료제 고민끝에 -32kg 가능했던,['창원'],221772,7,140,21835,2026-03-29,29,31682.0,0.64,5.0,OFF
재가공,진료셀프캠,주사형비만치료제 고민끝에 40대부부 -32kg,['천안'],384510,12,208,29634,2026-03-29,27,32042.0,0.7,5.77,OFF
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,['수원'],675127,19,282,65978,2026-04-08,43,35533.0,0.43,6.74,OFF
재가공,진료셀프캠,창원 다이어트 성지,['창원'],39411,2,8,4415,2026-04-02,18,19706.0,0.18,25.0,OFF
재가공,진료셀프캠,하체비만 40대 통짜바지,['수원'],322876,6,97,32476,2026-04-09,29,53813.0,0.3,6.19,OFF
