소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,"['대구', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 203, '서울': 187, '부평': 181, '일산': 181, '대구': 165, '천안': 159, '창원': 74}",7,3313512,103,2150,350881,1295,57,9,의료진정보_주사형비만치료제 10년은,32170.0,0.61,4.79,60.2,True,TIER4,TIER1~3 조건 미충족,,[X] 창원 LOW (405%)
신규,인플방문후기,건강한다이어트(박고경),['부평'],{'부평': 37},1,227351,5,128,12424,88,8,1,인플방문후기_건강한다이어트(박고경),45470.0,1.03,3.91,68.8,True,TIER4,TIER1~3 조건 미충족,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
신규,인플방문후기,먹으면서 다이어트(대읽남),['대구'],{'대구': 289},1,1881865,88,1140,247015,606,57,6,인플방문후기_먹으면서 다이어트(대읽남),21385.0,0.46,7.72,53.2,True,TIER1,"CPA(21,385원) ≤ 목표(27,766원) AND CVR(7.7%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,의료진정보,비만주사요요 탄수중독,['대구'],{'대구': 46},1,57218,5,27,6452,18,12,1,의료진정보_비만주사요요 탄수중독,11444.0,0.42,18.52,66.7,False,LOW_VOLUME,"클릭 27건 / 비용 57,218원 — 표본 부족","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 대구 TOP (51%)
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 27},1,127167,6,96,10663,51,7,1,"인플방문후기_건강한다이어트(대구,박고경)",21194.0,0.9,6.25,53.1,True,TIER1,"CPA(21,194원) ≤ 목표(27,766원) AND CVR(6.2%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(서울,박고경)",['서울'],{'서울': 28},1,95872,4,54,7361,30,7,0,"인플방문후기_건강한다이어트(서울,박고경)",23968.0,0.73,7.41,55.6,False,LOW_VOLUME,"클릭 54건 / 비용 95,872원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[X] 서울 LOW (153%)
재가공,인플방문후기,"건강한다이어트(수원,박고경)",['수원'],{'수원': 28},1,266026,7,128,17247,88,7,1,"인플방문후기_건강한다이어트(수원,박고경)",38004.0,0.74,5.47,68.8,True,TIER3,"CPA(38,004원) > 목표 / CVR(5.5%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(일산, 박고경)",['일산'],{'일산': 27},1,12795,0,9,1190,6,7,0,"인플방문후기_건강한다이어트(일산, 박고경)",,0.76,0.0,66.7,False,LOW_VOLUME,"클릭 9건 / 비용 12,795원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,"건강한다이어트(창원,박고경)",['창원'],{'창원': 25},1,53961,0,27,3858,20,7,0,"인플방문후기_건강한다이어트(창원,박고경)",,0.7,0.0,74.1,False,LOW_VOLUME,"클릭 27건 / 비용 53,961원 — 표본 부족","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 27},1,125003,3,60,8951,40,7,0,"인플방문후기_건강한다이어트(천안, 박고경)",41668.0,0.67,5.0,66.7,True,TIER3,"CPA(41,668원) > 목표 / CVR(5.0%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,"['서울', '일산', '창원', '천안']","{'창원': 105, '일산': 104, '천안': 103, '서울': 103}",4,1352855,54,678,132999,449,26,3,인플방문후기_맘껏먹는 다이어트 한달후기,25053.0,0.51,7.96,66.2,True,TIER1,"CPA(25,053원) ≤ 목표(27,766원) AND CVR(8.0%) ≥ 5%",,[X] 천안 LOW (179%)
재가공,인플방문후기,체지방만쏙빼는(부산잇츠),['대구'],{'대구': 201},1,762007,25,474,83197,290,40,3,인플방문후기_체지방만쏙빼는(부산잇츠),30480.0,0.57,5.27,61.2,True,TIER3,"CPA(30,480원) > 목표 / CVR(5.3%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
