소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 14},1,101300,3,56,18789,0,14,0,의료진정보_4050나잇살 이유는 여기에,33767.0,0.3,5.36,0.0,True,TIER3,"CPA(33,767원) > 목표 / CVR(5.4%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 47},1,302467,17,223,30109,0,30,0,"인플방문후기_건강한다이어트(대구,박고경)",17792.0,0.74,7.62,0.0,True,TIER1,"CPA(17,792원) ≤ 목표(26,586원) AND CVR(7.6%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 46},1,326872,7,154,27721,0,30,0,"인플방문후기_건강한다이어트(천안, 박고경)",46696.0,0.56,4.55,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 62},1,544359,36,334,42491,0,49,0,인플방문후기_맘껏먹는 다이어트 한달후기,15121.0,0.79,10.78,0.0,True,TIER1,"CPA(15,121원) ≤ 목표(26,586원) AND CVR(10.8%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 21, '창원': 21}",2,237308,10,111,27110,0,21,0,인플방문후기_먹고싶은거다먹는(수원잇츠),23731.0,0.41,9.01,0.0,True,TIER1,"CPA(23,731원) ≤ 목표(26,586원) AND CVR(9.0%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 8},1,68393,5,31,13309,0,8,0,인플방문후기_연예인다이어트(일산 플랜비),13679.0,0.23,16.13,0.0,False,LOW_VOLUME,"클릭 31건 / 비용 68,393원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'수원': 8, '부평': 8, '대구': 8, '창원': 8, '서울': 8, '대전': 7, '천안': 5}",7,355036,5,173,65452,0,8,0,인플방문후기_연예인다이어트(플랜비),71007.0,0.26,2.89,0.0,True,TIER4,TIER1~3 조건 미충족,,[X] 대구 LOW (162%)
재가공,진료셀프캠,4050다이어트비밀,['부평'],{'부평': 7},1,53195,1,25,12679,0,7,0,진료셀프캠_4050다이어트비밀,53195.0,0.2,4.0,0.0,False,LOW_VOLUME,"클릭 25건 / 비용 53,195원 — 표본 부족","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",[X] 부평 LOW (154%)
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'창원': 2, '수원': 2, '부평': 2, '대구': 2, '일산': 2, '천안': 2, '서울': 2, '대전': 2}",8,187297,8,81,37098,0,2,0,진료셀프캠_50대다이어트대사,23412.0,0.22,9.88,0.0,False,UNCLASSIFIED,집행 2일 — 데이터 누적 중,,[V] 대구 TOP (31%) | [V] 수원 TOP (36%) | [V] 일산 TOP (57%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 17, '대전': 17}",2,717913,27,390,43226,0,17,0,진료셀프캠_다이어트의적 밥빵면,26589.0,0.9,6.92,0.0,True,TIER3,"CPA(26,589원) > 목표 / CVR(6.9%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,"['대구', '서울', '일산', '창원', '천안']","{'대구': 10, '일산': 10, '서울': 10, '천안': 9, '창원': 8}",5,132886,4,68,23531,0,10,0,진료셀프캠_비만주사가놓친것,33222.0,0.29,5.88,0.0,True,TIER3,"CPA(33,222원) > 목표 / CVR(5.9%) ≥ 5%",,[V] 서울 TOP (41%)
재가공,진료셀프캠,비만주사는입만막을뿐,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'부평': 1, '수원': 1, '일산': 1, '창원': 1, '대구': 1, '서울': 1, '천안': 1, '대전': 1}",8,44643,0,15,6981,0,1,0,진료셀프캠_비만주사는입만막을뿐,,0.21,0.0,0.0,False,UNCLASSIFIED,집행 1일 — 데이터 누적 중,,
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대전': 23, '창원': 17, '부평': 17, '수원': 17, '일산': 17, '대구': 17, '서울': 17, '천안': 9}",8,3202495,139,1815,229016,0,18,0,진료셀프캠_식욕억제주사실패 마지막,23040.0,0.79,7.66,0.0,True,TIER1,"CPA(23,040원) ≤ 목표(26,586원) AND CVR(7.7%) ≥ 5%",,[V] 부평 TOP (58%) | [X] 수원 LOW (183%) | [V] 창원 TOP (52%) | [X] 천안 LOW (350%)
재가공,진료셀프캠,운동안해도되는,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'창원': 8, '수원': 8, '부평': 8, '서울': 8, '일산': 8, '대구': 7, '천안': 7, '대전': 5}",8,710753,27,368,73992,0,8,0,진료셀프캠_운동안해도되는,26324.0,0.5,7.34,0.0,True,TIER1,"CPA(26,324원) ≤ 목표(26,586원) AND CVR(7.3%) ≥ 5%",,[X] 서울 LOW (178%) | [V] 일산 TOP (44%) | [V] 창원 TOP (43%) | [X] 천안 LOW (190%)
재가공,진료셀프캠,의사가권하지않는4050,['서울'],{'서울': 10},1,64045,6,47,9780,0,10,0,진료셀프캠_의사가권하지않는4050,10674.0,0.48,12.77,0.0,False,LOW_VOLUME,"클릭 47건 / 비용 64,045원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[V] 서울 TOP (68%)
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '대전', '서울']","{'서울': 64, '대구': 52, '대전': 18}",3,2290762,120,1264,171420,0,44,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,19090.0,0.74,9.49,0.0,True,TIER1,"CPA(19,090원) ≤ 목표(26,586원) AND CVR(9.5%) ≥ 5%",,
