소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['천안'],{'천안': 81},1,528986,13,330,58128,29,72,0,의료진정보_주사형비만치료제 10년은,40691.0,0.57,3.94,8.8,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
신규,인플방문후기,밥빵면안당기는원장님(itsmeyuriwon),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 18, '대전': 18, '부평': 18, '서울': 18, '수원': 18, '창원': 18, '천안': 18}",7,1404816,49,825,122601,864,18,0,인플방문후기_밥빵면안당기는원장님(itsmeyuriwon),28670.0,0.67,5.94,104.7,True,TIER3,"CPA(28,670원) > 목표 / CVR(5.9%) ≥ 5%",,[V] 부평 TOP (51%) | [X] 수원 LOW (187%) | [V] 창원 TOP (64%)
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대전', '부평', '서울', '수원', '일산', '천안']","{'수원': 21, '대전': 16, '부평': 16, '서울': 16, '일산': 16, '천안': 16}",6,1437339,57,704,166843,767,21,0,인플방문후기_주사형비만치료제(the.hyunniverse),25216.0,0.42,8.1,108.9,True,TIER1,"CPA(25,216원) ≤ 목표(25,394원) AND CVR(8.1%) ≥ 5%",,[V] 천안 TOP (49%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,['천안'],{'천안': 111},1,1515187,57,867,152180,215,80,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,26582.0,0.57,6.57,24.8,True,TIER3,"CPA(26,582원) > 목표 / CVR(6.6%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 15},1,102107,3,56,18935,61,15,0,의료진정보_4050나잇살 이유는 여기에,34036.0,0.3,5.36,108.9,True,TIER3,"CPA(34,036원) > 목표 / CVR(5.4%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 48},1,304711,17,223,30360,94,31,0,"인플방문후기_건강한다이어트(대구,박고경)",17924.0,0.73,7.62,42.2,True,TIER1,"CPA(17,924원) ≤ 목표(25,394원) AND CVR(7.6%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 63},1,547245,36,335,42709,94,50,0,인플방문후기_맘껏먹는 다이어트 한달후기,15201.0,0.78,10.75,28.1,True,TIER1,"CPA(15,201원) ≤ 목표(25,394원) AND CVR(10.8%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 22, '창원': 22}",2,238759,10,113,27399,74,22,0,인플방문후기_먹고싶은거다먹는(수원잇츠),23876.0,0.41,8.85,65.5,True,TIER1,"CPA(23,876원) ≤ 목표(25,394원) AND CVR(8.8%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 9},1,70914,5,32,13585,36,9,0,인플방문후기_연예인다이어트(일산 플랜비),14183.0,0.24,15.62,112.5,False,LOW_VOLUME,"클릭 32건 / 비용 70,914원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 9},1,89167,3,51,14554,54,9,0,인플방문후기_연예인다이어트(플랜비),29722.0,0.35,5.88,105.9,False,LOW_VOLUME,"클릭 51건 / 비용 89,167원 — 표본 부족","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
