소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 21},1,119986,3,64,22465,35,21,0,의료진정보_4050나잇살 이유는 여기에,39995.0,0.28,4.69,54.7,True,TIER4,TIER1~3 조건 미충족,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 56},1,358839,17,268,37352,108,37,0,"인플방문후기_건강한다이어트(대구,박고경)",21108.0,0.72,6.34,40.3,True,TIER1,"CPA(21,108원) ≤ 목표(29,540원) AND CVR(6.3%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 73},1,590474,37,368,47129,78,56,0,인플방문후기_맘껏먹는 다이어트 한달후기,15959.0,0.78,10.05,21.2,True,TIER1,"CPA(15,959원) ≤ 목표(29,540원) AND CVR(10.1%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),['일산'],{'일산': 28},1,117832,8,59,10801,21,28,0,인플방문후기_먹고싶은거다먹는(수원잇츠),14729.0,0.55,13.56,35.6,True,TIER1,"CPA(14,729원) ≤ 목표(29,540원) AND CVR(13.6%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 13},1,92164,6,45,17473,50,13,0,인플방문후기_연예인다이어트(일산 플랜비),15361.0,0.26,13.33,111.1,False,LOW_VOLUME,"클릭 45건 / 비용 92,164원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 15},1,164532,4,75,22750,86,15,0,인플방문후기_연예인다이어트(플랜비),41133.0,0.33,5.33,114.7,True,TIER3,"CPA(41,133원) > 목표 / CVR(5.3%) ≥ 5%","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 9, '대전': 9, '부평': 9, '서울': 9, '수원': 9, '일산': 9, '창원': 9, '천안': 9}",8,339756,10,149,56625,197,9,0,진료셀프캠_50대다이어트대사,33976.0,0.26,6.71,132.2,True,TIER3,"CPA(33,976원) > 목표 / CVR(6.7%) ≥ 5%",,[V] 대구 TOP (61%) | [V] 수원 TOP (68%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 24, '대전': 24}",2,1212200,46,637,69651,537,24,0,진료셀프캠_다이어트의적 밥빵면,26352.0,0.91,7.22,84.3,True,TIER1,"CPA(26,352원) ≤ 목표(29,540원) AND CVR(7.2%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 17},1,26145,4,18,4578,37,17,0,진료셀프캠_비만주사가놓친것,6536.0,0.39,22.22,205.6,False,LOW_VOLUME,"클릭 18건 / 비용 26,145원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[V] 서울 TOP (42%)
재가공,진료셀프캠,비만주사는입만막을뿐,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 8, '대전': 8, '부평': 8, '서울': 8, '수원': 8, '일산': 8, '창원': 8, '천안': 8}",8,612676,18,246,89266,326,8,0,진료셀프캠_비만주사는입만막을뿐,34038.0,0.28,7.32,132.5,True,TIER3,"CPA(34,038원) > 목표 / CVR(7.3%) ≥ 5%",,[V] 창원 TOP (55%)
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대전': 35, '대구': 24, '부평': 24, '서울': 24, '수원': 24, '일산': 24, '창원': 24, '천안': 16}",8,7033958,253,3607,459762,3419,25,0,진료셀프캠_식욕억제주사실패 마지막,27802.0,0.78,7.01,94.8,True,TIER1,"CPA(27,802원) ≤ 목표(29,540원) AND CVR(7.0%) ≥ 5%",,
재가공,진료셀프캠,운동안해도되는,"['부평', '수원', '일산', '창원', '천안']","{'부평': 15, '수원': 15, '일산': 15, '창원': 15, '천안': 14}",5,1491391,42,698,132457,719,15,0,진료셀프캠_운동안해도되는,35509.0,0.53,6.02,103.0,True,TIER3,"CPA(35,509원) > 목표 / CVR(6.0%) ≥ 5%",,[V] 일산 TOP (65%) | [V] 창원 TOP (64%) | [X] 천안 LOW (200%)
재가공,진료셀프캠,의사가권하지않는4050,['서울'],{'서울': 17},1,68541,6,49,10471,65,17,0,진료셀프캠_의사가권하지않는4050,11424.0,0.47,12.24,132.7,False,LOW_VOLUME,"클릭 49건 / 비용 68,541원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '대전', '서울']","{'서울': 74, '대구': 62, '대전': 25}",3,2700415,133,1506,207687,576,51,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,20304.0,0.73,8.83,38.2,True,TIER1,"CPA(20,304원) ≤ 목표(29,540원) AND CVR(8.8%) ≥ 5%",,
