소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['천안'],{'천안': 89},1,568252,13,345,63961,45,79,0,의료진정보_주사형비만치료제 10년은,43712.0,0.54,3.77,13.0,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 29, '창원': 26, '부평': 24, '서울': 24, '일산': 24, '천안': 24, '대전': 23, '대구': 20}",8,2327877,73,1061,263298,607,29,0,인플방문후기_주사형비만치료제(the.hyunniverse),31889.0,0.4,6.88,57.2,True,TIER1,"CPA(31,889원) ≤ 목표(33,183원) AND CVR(6.9%) ≥ 5%",,[X] 대구 LOW (250%) | [X] 부평 LOW (176%) | [X] 창원 LOW (364%) | [V] 천안 TOP (64%)
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 21},1,121062,3,64,22608,35,21,0,의료진정보_4050나잇살 이유는 여기에,40354.0,0.28,4.69,54.7,True,TIER4,TIER1~3 조건 미충족,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,굶지않는다이어트(창원잇츠),['창원'],{'창원': 1},1,1282,0,2,456,2,1,0,인플방문후기_굶지않는다이어트(창원잇츠),,0.44,0.0,100.0,False,UNCLASSIFIED,집행 1일 — 데이터 누적 중,"[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 74},1,596145,37,370,47517,79,57,0,인플방문후기_맘껏먹는 다이어트 한달후기,16112.0,0.78,10.0,21.4,True,TIER1,"CPA(16,112원) ≤ 목표(33,183원) AND CVR(10.0%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),['일산'],{'일산': 28},1,118491,8,59,10858,21,28,0,인플방문후기_먹고싶은거다먹는(수원잇츠),14811.0,0.54,13.56,35.6,True,TIER1,"CPA(14,811원) ≤ 목표(33,183원) AND CVR(13.6%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 15},1,165658,4,75,22829,86,15,0,인플방문후기_연예인다이어트(플랜비),41414.0,0.33,5.33,114.7,True,TIER3,"CPA(41,414원) > 목표 / CVR(5.3%) ≥ 5%","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
재가공,진료셀프캠,10kg성공공식,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 1, '대전': 1, '부평': 1, '서울': 1, '수원': 1, '일산': 1, '창원': 1, '천안': 1}",8,20500,0,16,3169,13,1,0,진료셀프캠_10kg성공공식,,0.5,0.0,81.2,False,UNCLASSIFIED,집행 1일 — 데이터 누적 중,,
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 11, '일산': 11, '대구': 10, '서울': 10, '창원': 10, '대전': 9, '부평': 9, '천안': 9}",8,344771,10,152,57288,208,10,0,진료셀프캠_50대다이어트대사,34477.0,0.27,6.58,136.8,True,TIER3,"CPA(34,477원) > 목표 / CVR(6.6%) ≥ 5%",,[V] 대구 TOP (61%) | [V] 수원 TOP (69%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 26, '대전': 26, '일산': 2, '부평': 1, '서울': 1, '수원': 1, '창원': 1, '천안': 1}",8,1347899,53,714,76129,615,25,0,진료셀프캠_다이어트의적 밥빵면,25432.0,0.94,7.42,86.1,True,TIER1,"CPA(25,432원) ≤ 목표(33,183원) AND CVR(7.4%) ≥ 5%",,[V] 서울 TOP (51%) | [V] 수원 TOP (16%)
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 18},1,26194,4,18,4592,37,18,0,진료셀프캠_비만주사가놓친것,6548.0,0.39,22.22,205.6,False,LOW_VOLUME,"클릭 18건 / 비용 26,194원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[V] 서울 TOP (42%)
