소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,"['대구', '부평', '천안']","{'천안': 42, '대구': 42, '부평': 41}",3,1567913,41,1034,181265,0,42,0,의료진정보_주사형비만치료제 10년은,38242.0,0.57,3.97,0.0,True,TIER4,TIER1~3 조건 미충족,,[X] 천안 LOW (170%)
신규,의료진정보,주사형비만치료제맞고 한의원찾아오신,"['부평', '서울', '수원', '창원']","{'서울': 30, '부평': 24, '창원': 24, '수원': 21}",4,409788,13,298,67125,0,30,0,의료진정보_주사형비만치료제맞고 한의원찾아오신,31522.0,0.44,4.36,0.0,True,TIER4,TIER1~3 조건 미충족,,[X] 수원 LOW (167%)
신규,인플방문후기,끝내주는 다이어트(창원언니쓰),['창원'],{'창원': 29},1,261933,15,253,34525,0,29,0,인플방문후기_끝내주는 다이어트(창원언니쓰),17462.0,0.73,5.93,0.0,True,TIER1,"CPA(17,462원) ≤ 목표(21,864원) AND CVR(5.9%) ≥ 5%","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (45%)
신규,인플방문후기,당뇨다이어트(대읽남),['대구'],{'대구': 5},1,24205,1,13,4043,0,5,1,인플방문후기_당뇨다이어트(대읽남),24205.0,0.32,7.69,0.0,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
신규,인플방문후기,더먹어야 다이어트 가능(더먹어유),"['부평', '수원', '창원', '천안']","{'수원': 4, '부평': 4, '창원': 4, '천안': 4}",4,419170,11,217,42077,0,4,0,인플방문후기_더먹어야 다이어트 가능(더먹어유),38106.0,0.52,5.07,0.0,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 창원 TOP (54%) | [X] 천안 LOW (199%)
신규,인플방문후기,먹으면서 다이어트(대읽남),['대구'],{'대구': 58},1,1536918,73,1013,216220,0,42,0,인플방문후기_먹으면서 다이어트(대읽남),21054.0,0.47,7.21,0.0,True,TIER1,"CPA(21,054원) ≤ 목표(21,864원) AND CVR(7.2%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
신규,인플방문후기,배만 볼록한 대구직장인 다이어트(쭈링),['대구'],{'대구': 28},1,162338,4,135,28132,0,28,0,인플방문후기_배만 볼록한 대구직장인 다이어트(쭈링),40584.0,0.48,2.96,0.0,True,TIER4,TIER1~3 조건 미충족,"[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[X] 대구 LOW (180%)
신규,진료셀프캠,다이어트 빼는 게 아니라 찾는 것,['일산'],{'일산': 27},1,17160,5,17,2036,0,27,0,진료셀프캠_다이어트 빼는 게 아니라 찾는 것,3432.0,0.83,29.41,0.0,False,LOW_VOLUME,"클릭 17건 / 비용 17,160원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",[V] 일산 TOP (22%)
신규,진료셀프캠,명절음식 급찐살 칼로리 문제가 아닙니다,['서울'],{'서울': 16},1,11677,0,9,4147,0,16,0,진료셀프캠_명절음식 급찐살 칼로리 문제가 아닙니다,,0.22,0.0,0.0,False,LOW_VOLUME,"클릭 9건 / 비용 11,677원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,"['대구', '부평', '서울', '수원', '창원', '천안']","{'부평': 58, '서울': 58, '대구': 58, '천안': 57, '수원': 42, '창원': 42}",6,7260550,296,4714,786964,0,42,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,24529.0,0.6,6.28,0.0,True,TIER3,"CPA(24,529원) > 목표 / CVR(6.3%) ≥ 5%",,
재가공,인플방문후기,끝내주는 다이어트(창원언니쓰),['창원'],{'창원': 8},1,128585,3,47,14484,0,8,0,인플방문후기_끝내주는 다이어트(창원언니쓰),42862.0,0.32,6.38,0.0,True,TIER3,"CPA(42,862원) > 목표 / CVR(6.4%) ≥ 5%","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (45%)
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,"['대구', '서울', '일산', '천안']","{'대구': 11, '천안': 11, '일산': 11, '서울': 11}",4,564511,29,365,59563,0,11,0,인플방문후기_맘껏먹는 다이어트 한달후기,19466.0,0.61,7.95,0.0,True,TIER1,"CPA(19,466원) ≤ 목표(21,864원) AND CVR(8.0%) ≥ 5%",,
재가공,인플방문후기,먹으면서(대읽남),"['서울', '일산', '창원']","{'창원': 11, '서울': 11, '일산': 11}",3,136285,9,66,19904,0,11,2,인플방문후기_먹으면서(대읽남),15143.0,0.33,13.64,0.0,True,TIER1,"CPA(15,143원) ≤ 목표(21,864원) AND CVR(13.6%) ≥ 5%",,[V] 서울 TOP (60%) | [V] 일산 TOP (57%) | [V] 창원 TOP (56%)
재가공,인플방문후기,체지방만쏙빼는(부산잇츠),"['서울', '일산']","{'서울': 25, '일산': 23}",2,732938,37,789,85392,0,25,0,인플방문후기_체지방만쏙빼는(부산잇츠),19809.0,0.92,4.69,0.0,True,TIER4,TIER1~3 조건 미충족,,
재가공,진료셀프캠,밥빵면 못끊던 40대 여성이,['창원'],{'창원': 8},1,33213,0,18,5065,0,8,0,진료셀프캠_밥빵면 못끊던 40대 여성이,,0.36,0.0,0.0,False,LOW_VOLUME,"클릭 18건 / 비용 33,213원 — 표본 부족","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",
재가공,진료셀프캠,복부비만 50대 통짜몸매,['일산'],{'일산': 6},1,27488,1,16,3412,0,6,0,진료셀프캠_복부비만 50대 통짜몸매,27488.0,0.47,6.25,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",[X] 일산 LOW (172%)
재가공,진료셀프캠,상체비만 40대 팔뚝살부터,['천안'],{'천안': 6},1,100265,3,52,7753,0,6,0,진료셀프캠_상체비만 40대 팔뚝살부터,33422.0,0.67,5.77,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,진료셀프캠,수원사는 50대 직장인,['수원'],{'수원': 6},1,37397,0,12,4606,0,6,0,진료셀프캠_수원사는 50대 직장인,,0.26,0.0,0.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
