소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,비만주사요요 탄수중독,['대구'],{'대구': 38},1,53797,2,20,5929,15,10,1,의료진정보_비만주사요요 탄수중독,26898.0,0.34,10.0,75.0,False,LOW_VOLUME,"클릭 20건 / 비용 53,797원 — 표본 부족","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 19},1,74711,6,59,6050,35,5,1,"인플방문후기_건강한다이어트(대구,박고경)",12452.0,0.98,10.17,59.3,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",[V] 대구 TOP (55%)
재가공,인플방문후기,"건강한다이어트(서울,박고경)",['서울'],{'서울': 19},1,81836,4,46,6578,24,5,0,"인플방문후기_건강한다이어트(서울,박고경)",20459.0,0.7,8.7,52.2,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",
재가공,인플방문후기,"건강한다이어트(수원,박고경)",['수원'],{'수원': 20},1,197901,4,92,13098,60,5,1,"인플방문후기_건강한다이어트(수원,박고경)",49475.0,0.7,4.35,65.2,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(일산, 박고경)",['일산'],{'일산': 19},1,8328,0,5,861,4,5,0,"인플방문후기_건강한다이어트(일산, 박고경)",,0.58,0.0,80.0,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,"건강한다이어트(창원,박고경)",['창원'],{'창원': 17},1,41831,0,18,2931,13,5,0,"인플방문후기_건강한다이어트(창원,박고경)",,0.61,0.0,72.2,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 19},1,88101,2,39,6423,26,5,0,"인플방문후기_건강한다이어트(천안, 박고경)",44050.0,0.61,5.13,66.7,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,"['서울', '일산']","{'일산': 96, '서울': 95}",2,427018,30,261,36867,199,24,2,인플방문후기_맘껏먹는 다이어트 한달후기,14234.0,0.71,11.49,76.2,True,TIER1,"CPA(14,234원) ≤ 목표(20,040원) AND CVR(11.5%) ≥ 5%",,
재가공,진료셀프캠,비만주사 10년은 늙어보인대요,"['대구', '부평', '서울', '수원', '일산', '창원', '천안']","{'수원': 15, '서울': 15, '부평': 14, '일산': 14, '대구': 13, '천안': 12, '창원': 12}",7,119332,3,56,13314,34,4,0,진료셀프캠_비만주사 10년은 늙어보인대요,39777.0,0.42,5.36,60.7,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 서울 TOP (56%) | [V] 천안 TOP (64%)
재가공,진료셀프캠,비만주사끊고15kg,"['대구', '부평', '서울', '수원', '일산', '창원', '천안']","{'천안': 15, '서울': 15, '대구': 15, '창원': 14, '수원': 14, '부평': 13, '일산': 13}",7,229735,5,115,22319,72,4,1,진료셀프캠_비만주사끊고15kg,45947.0,0.52,4.35,62.6,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 서울 TOP (45%)
재가공,진료셀프캠,비만주사없이 체질,['수원'],{'수원': 35},1,282847,6,109,27245,68,9,0,진료셀프캠_비만주사없이 체질,47141.0,0.4,5.5,62.4,True,TIER3,"CPA(47,141원) > 목표 / CVR(5.5%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,진료셀프캠,주사형비만치료제 고민끝에 40대부부 -32kg,['일산'],{'일산': 113},1,232082,14,129,14773,99,29,0,진료셀프캠_주사형비만치료제 고민끝에 40대부부 -32kg,16577.0,0.87,10.85,76.7,True,TIER1,"CPA(16,577원) ≤ 목표(20,040원) AND CVR(10.8%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,진료셀프캠,주사형비만치료제 고민끝에 50대부부 -32kg,"['대구', '부평', '서울', '창원']","{'부평': 116, '서울': 76, '대구': 23, '창원': 23}",4,1521150,75,773,116955,550,29,0,진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg,20282.0,0.66,9.7,71.2,True,TIER3,"CPA(20,282원) > 목표 / CVR(9.7%) ≥ 5%",,[V] 부평 TOP (59%) | [V] 창원 TOP (65%)
