소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['천안'],{'천안': 84},1,544258,13,336,60602,38,74,0,의료진정보_주사형비만치료제 10년은,41866.0,0.55,3.87,11.3,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
신규,인플방문후기,밥빵면안당기는원장님(itsmeyuriwon),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 20, '대전': 20, '부평': 20, '서울': 20, '창원': 20, '천안': 20, '수원': 19}",7,1574938,54,934,136271,967,20,0,인플방문후기_밥빵면안당기는원장님(itsmeyuriwon),29166.0,0.69,5.78,103.5,True,TIER3,"CPA(29,166원) > 목표 / CVR(5.8%) ≥ 5%",,[V] 부평 TOP (56%) | [X] 수원 LOW (188%)
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대전', '부평', '서울', '수원', '일산', '천안']","{'수원': 23, '대전': 18, '부평': 18, '서울': 18, '일산': 18, '천안': 18}",6,1599585,60,767,188699,839,23,0,인플방문후기_주사형비만치료제(the.hyunniverse),26660.0,0.41,7.82,109.4,True,TIER1,"CPA(26,660원) ≤ 목표(26,954원) AND CVR(7.8%) ≥ 5%",,[V] 천안 TOP (58%)
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 17},1,107202,3,58,19864,66,17,0,의료진정보_4050나잇살 이유는 여기에,35734.0,0.29,5.17,113.8,True,TIER3,"CPA(35,734원) > 목표 / CVR(5.2%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 50},1,331165,17,247,33877,116,33,0,"인플방문후기_건강한다이어트(대구,박고경)",19480.0,0.73,6.88,47.0,True,TIER1,"CPA(19,480원) ≤ 목표(26,954원) AND CVR(6.9%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 67},1,564057,36,345,44554,104,52,0,인플방문후기_맘껏먹는 다이어트 한달후기,15668.0,0.77,10.43,30.1,True,TIER1,"CPA(15,668원) ≤ 목표(26,954원) AND CVR(10.4%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 24, '창원': 22}",2,242703,10,115,27884,77,24,0,인플방문후기_먹고싶은거다먹는(수원잇츠),24270.0,0.41,8.7,67.0,True,TIER1,"CPA(24,270원) ≤ 목표(26,954원) AND CVR(8.7%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 11},1,84369,5,38,15814,43,11,0,인플방문후기_연예인다이어트(일산 플랜비),16874.0,0.24,13.16,113.2,False,LOW_VOLUME,"클릭 38건 / 비용 84,369원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 11},1,108987,4,58,16732,64,11,0,인플방문후기_연예인다이어트(플랜비),27247.0,0.35,6.9,110.3,True,TIER3,"CPA(27,247원) > 목표 / CVR(6.9%) ≥ 5%","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 5, '대전': 5, '부평': 5, '서울': 5, '수원': 5, '일산': 5, '창원': 5, '천안': 5}",8,278175,10,120,48110,150,5,0,진료셀프캠_50대다이어트대사,27818.0,0.25,8.33,125.0,False,UNCLASSIFIED,집행 5일 — 데이터 누적 중,,[V] 대구 TOP (55%) | [V] 부평 TOP (70%) | [V] 수원 TOP (55%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 20, '대전': 20}",2,921570,33,502,53729,521,20,0,진료셀프캠_다이어트의적 밥빵면,27926.0,0.93,6.57,103.8,True,TIER3,"CPA(27,926원) > 목표 / CVR(6.6%) ≥ 5%",,
