소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 16},1,105574,3,57,19537,65,16,0,의료진정보_4050나잇살 이유는 여기에,35191.0,0.29,5.26,114.0,True,TIER3,"CPA(35,191원) > 목표 / CVR(5.3%) ≥ 5%","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 49},1,321606,17,236,32578,106,32,0,"인플방문후기_건강한다이어트(대구,박고경)",18918.0,0.72,7.2,44.9,True,TIER1,"CPA(18,918원) ≤ 목표(25,804원) AND CVR(7.2%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 65},1,557017,36,341,43806,99,51,0,인플방문후기_맘껏먹는 다이어트 한달후기,15473.0,0.78,10.56,29.0,True,TIER1,"CPA(15,473원) ≤ 목표(25,804원) AND CVR(10.6%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 23, '창원': 22}",2,241712,10,115,27765,77,23,0,인플방문후기_먹고싶은거다먹는(수원잇츠),24171.0,0.41,8.7,67.0,True,TIER1,"CPA(24,171원) ≤ 목표(25,804원) AND CVR(8.7%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 10},1,78699,5,36,14885,41,10,0,인플방문후기_연예인다이어트(일산 플랜비),15740.0,0.24,13.89,113.9,False,LOW_VOLUME,"클릭 36건 / 비용 78,699원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),['부평'],{'부평': 10},1,102782,4,56,16116,62,10,0,인플방문후기_연예인다이어트(플랜비),25696.0,0.35,7.14,110.7,True,TIER1,"CPA(25,696원) ≤ 목표(25,804원) AND CVR(7.1%) ≥ 5%","[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 4, '대전': 4, '부평': 4, '서울': 4, '수원': 4, '일산': 4, '창원': 4, '천안': 4}",8,262724,10,112,46002,136,4,0,진료셀프캠_50대다이어트대사,26272.0,0.24,8.93,121.4,False,UNCLASSIFIED,집행 4일 — 데이터 누적 중,,[V] 대구 TOP (52%) | [V] 부평 TOP (68%) | [V] 수원 TOP (51%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 19, '대전': 19}",2,835475,32,465,49645,485,19,0,진료셀프캠_다이어트의적 밥빵면,26109.0,0.94,6.88,104.3,True,TIER3,"CPA(26,109원) > 목표 / CVR(6.9%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,['서울'],{'서울': 12},1,25809,4,18,4478,37,12,0,진료셀프캠_비만주사가놓친것,6452.0,0.4,22.22,205.6,False,LOW_VOLUME,"클릭 18건 / 비용 25,809원 — 표본 부족","[!] 서울 100% 집중 (지점 평균 CPA 15,648원)",[V] 서울 TOP (41%)
재가공,진료셀프캠,비만주사는입만막을뿐,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 3, '대전': 3, '부평': 3, '서울': 3, '수원': 3, '일산': 3, '창원': 3, '천안': 3}",8,205883,4,86,30594,107,3,0,진료셀프캠_비만주사는입만막을뿐,51471.0,0.28,4.65,124.4,False,UNCLASSIFIED,집행 3일 — 데이터 누적 중,,[X] 수원 LOW (192%) | [X] 일산 LOW (171%)
재가공,진료셀프캠,식욕억제주사실패 마지막,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대전': 25, '대구': 19, '부평': 19, '서울': 19, '수원': 19, '일산': 19, '창원': 19, '천안': 11}",8,3866582,152,2188,267806,2286,20,0,진료셀프캠_식욕억제주사실패 마지막,25438.0,0.82,6.95,104.5,True,TIER1,"CPA(25,438원) ≤ 목표(25,804원) AND CVR(7.0%) ≥ 5%",,[V] 부평 TOP (64%) | [X] 수원 LOW (162%) | [V] 창원 TOP (60%) | [X] 천안 LOW (282%)
재가공,진료셀프캠,운동안해도되는,"['부평', '서울', '수원', '일산', '창원', '천안']","{'부평': 10, '수원': 10, '일산': 10, '창원': 10, '서울': 9, '천안': 9}",6,853440,29,439,76897,468,10,0,진료셀프캠_운동안해도되는,29429.0,0.57,6.61,106.6,True,TIER3,"CPA(29,429원) > 목표 / CVR(6.6%) ≥ 5%",,[X] 서울 LOW (191%) | [V] 일산 TOP (51%) | [V] 창원 TOP (63%) | [X] 천안 LOW (251%)
