소재구분,소재유형,소재명,집행지점목록,집행지점분포,집행지점수,총비용,총전환,총클릭,총노출,총랜딩,집행일수,귀속주의건수,매칭키,CPA,CTR,CVR,랜딩률,평가가능,TIER,TIER_근거,지점편중주석,지점별_상대평가
신규,의료진정보,주사형비만치료제 10년은,['천안'],{'천안': 80},1,525368,13,328,57544,27,71,0,의료진정보_주사형비만치료제 10년은,40413.0,0.57,3.96,8.2,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
신규,인플방문후기,건강한다이어트(박고경),['부평'],{'부평': 46},1,411998,9,223,28131,61,30,0,인플방문후기_건강한다이어트(박고경),45778.0,0.79,4.04,27.4,True,TIER4,TIER1~3 조건 미충족,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",
신규,인플방문후기,밥빵면안당기는원장님(itsmeyuriwon),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'대구': 17, '대전': 17, '부평': 17, '서울': 17, '수원': 17, '창원': 17, '천안': 17}",7,1320427,48,763,113048,794,17,0,인플방문후기_밥빵면안당기는원장님(itsmeyuriwon),27509.0,0.67,6.29,104.1,True,TIER3,"CPA(27,509원) > 목표 / CVR(6.3%) ≥ 5%",,[V] 부평 TOP (50%) | [X] 수원 LOW (178%) | [V] 창원 TOP (59%)
신규,인플방문후기,주사형비만치료제(the.hyunniverse),"['대전', '부평', '서울', '수원', '일산', '천안']","{'수원': 20, '대전': 15, '부평': 15, '서울': 15, '일산': 15, '천안': 15}",6,1349574,56,662,152443,721,20,0,인플방문후기_주사형비만치료제(the.hyunniverse),24100.0,0.43,8.46,108.9,True,TIER1,"CPA(24,100원) ≤ 목표(25,918원) AND CVR(8.5%) ≥ 5%",,[V] 천안 TOP (45%)
신규,진료셀프캠,주사형 비만치료제보다 더중요한이것,['천안'],{'천안': 111},1,1515187,57,867,152180,214,80,0,진료셀프캠_주사형 비만치료제보다 더중요한이것,26582.0,0.57,6.57,24.7,True,TIER3,"CPA(26,582원) > 목표 / CVR(6.6%) ≥ 5%","[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,의료진정보,4050나잇살 이유는 여기에,['수원'],{'수원': 14},1,98494,3,54,18103,57,14,0,의료진정보_4050나잇살 이유는 여기에,32831.0,0.3,5.56,105.6,False,LOW_VOLUME,"클릭 54건 / 비용 98,494원 — 표본 부족","[!] 수원 100% 집중 (지점 평균 CPA 42,646원)",
재가공,인플방문후기,"건강한다이어트(대구,박고경)",['대구'],{'대구': 46},1,291854,17,217,28453,84,30,0,"인플방문후기_건강한다이어트(대구,박고경)",17168.0,0.76,7.83,38.7,True,TIER1,"CPA(17,168원) ≤ 목표(25,918원) AND CVR(7.8%) ≥ 5%","[!] 대구 100% 집중 (지점 평균 CPA 22,570원)",
재가공,인플방문후기,"건강한다이어트(천안, 박고경)",['천안'],{'천안': 45},1,326872,7,154,27721,74,29,0,"인플방문후기_건강한다이어트(천안, 박고경)",46696.0,0.56,4.55,48.1,True,TIER4,TIER1~3 조건 미충족,"[!] 천안 100% 집중 (지점 평균 CPA 32,649원)",
재가공,인플방문후기,맘껏먹는 다이어트 한달후기,['일산'],{'일산': 62},1,539226,36,331,41728,89,49,0,인플방문후기_맘껏먹는 다이어트 한달후기,14978.0,0.79,10.88,26.9,True,TIER1,"CPA(14,978원) ≤ 목표(25,918원) AND CVR(10.9%) ≥ 5%","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,먹고싶은거다먹는(수원잇츠),"['일산', '창원']","{'일산': 21, '창원': 21}",2,231510,10,106,26092,71,21,0,인플방문후기_먹고싶은거다먹는(수원잇츠),23151.0,0.41,9.43,67.0,True,TIER1,"CPA(23,151원) ≤ 목표(25,918원) AND CVR(9.4%) ≥ 5%",,
재가공,인플방문후기,연예인다이어트(일산 플랜비),['일산'],{'일산': 8},1,60911,5,31,12028,33,8,0,인플방문후기_연예인다이어트(일산 플랜비),12182.0,0.26,16.13,106.5,False,LOW_VOLUME,"클릭 31건 / 비용 60,911원 — 표본 부족","[!] 일산 100% 집중 (지점 평균 CPA 15,962원)",
재가공,인플방문후기,연예인다이어트(플랜비),"['대구', '대전', '부평', '서울', '수원', '창원', '천안']","{'부평': 8, '대구': 7, '서울': 7, '수원': 7, '창원': 7, '대전': 6, '천안': 5}",7,348725,4,169,64401,188,8,0,인플방문후기_연예인다이어트(플랜비),87181.0,0.26,2.37,111.2,True,TIER4,TIER1~3 조건 미충족,,[X] 대구 LOW (162%)
재가공,진료셀프캠,4050다이어트비밀,['부평'],{'부평': 6},1,53195,1,25,12679,44,6,0,진료셀프캠_4050다이어트비밀,53195.0,0.2,4.0,176.0,False,UNCLASSIFIED,집행 6일 — 데이터 누적 중,"[!] 부평 100% 집중 (지점 평균 CPA 34,451원)",[X] 부평 LOW (154%)
재가공,진료셀프캠,50대다이어트대사,"['대구', '대전', '부평', '서울', '수원', '일산', '창원', '천안']","{'대구': 2, '대전': 2, '부평': 2, '서울': 2, '수원': 2, '일산': 2, '창원': 2, '천안': 2}",8,117151,6,57,26953,61,2,0,진료셀프캠_50대다이어트대사,19525.0,0.21,10.53,107.0,False,UNCLASSIFIED,집행 2일 — 데이터 누적 중,,[V] 대구 TOP (17%) | [V] 수원 TOP (19%)
재가공,진료셀프캠,다이어트의적 밥빵면,"['대구', '대전']","{'대구': 17, '대전': 17}",2,673860,26,369,40629,395,17,0,진료셀프캠_다이어트의적 밥빵면,25918.0,0.91,7.05,107.0,True,TIER1,"CPA(25,918원) ≤ 목표(25,918원) AND CVR(7.0%) ≥ 5%",,
재가공,진료셀프캠,비만주사가놓친것,"['대구', '서울', '일산', '창원', '천안']","{'서울': 9, '대구': 8, '일산': 8, '창원': 8, '천안': 8}",5,132832,4,68,23514,102,9,0,진료셀프캠_비만주사가놓친것,33208.0,0.29,5.88,150.0,True,TIER3,"CPA(33,208원) > 목표 / CVR(5.9%) ≥ 5%",,[V] 서울 TOP (41%)
